stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,5,60,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0.56,3.95,0.28,0,0,0,0,0,0,0,0,0,0.28,0.28,0,1.13,0,0,0,0,9.58,5.92,0,0,0,1.97,0,0,4.51,0,0,0,0,0,0
21Day,0,0,1.85,2.59,0.37,0,0,0,0,0,0.74,0,0.37,0,0,0.74,0,1.85,0,0,0,0,7.4,4.44,0,0,0,0.74,0,1.11,0.74,0.37,0.37,0,0,0,0
3Month,0,0.21,11.96,0.1,0,0.21,0.1,0.1,1.46,0,7.18,0.42,0,0.94,0.52,0.62,0.83,1.87,0.1,0,0.1,0.31,3.54,0.21,0.62,0.1,0,0.1,0.62,8.95,0.73,0,0,0.42,0.52,1.25,0.52
22Month,0,0.14,5.88,0,0,0.27,0.14,0.27,2.05,0.27,22.41,0.82,0,0.96,0,0.14,0.27,0.55,0,0.96,0.14,0,1.09,0.14,0.82,0.14,0.14,0,0.14,2.46,0.14,0,0,0.41,0,0,0.41
