stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,7,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,82,0,0,0,0,2,25,0,0,0,6,0,0,0,0,0,0,0,0,0
72hpf,3.95,1.41,0,1.97,3.38,2.25,0,0,0,0,0,0,0,0.56,0,0.56,5.36,0.28,116.12,0,0,1.97,0,15.78,14.94,0,1.97,0,120.35,0,0,11.27,0,0,1.13,0,0,0
21Day,11.1,2.96,0,7.4,1.48,7.03,0,0,0,0.37,0,1.11,0.37,1.11,0.74,0.37,3.7,0,137.27,0,0,5.55,0,5.55,6.66,0,5.18,0,129.87,4.44,0.37,6.29,0.37,1.48,0,0.37,0,0.74
3Month,0.73,6.66,0.42,8.22,0.31,0,0.1,0.1,0.73,1.77,0,3.43,1.66,0.21,2.18,0.83,3.74,1.46,93.3,11.75,0,3.85,0.31,0.42,0.83,0.62,10.61,0,5.82,0.31,0.83,0.62,0,0,0.83,6.14,0.62,0.52
22Month,0,7.24,0.27,4.24,0.27,0,1.23,0,0.27,0.82,0.27,5.47,0.68,0,0.96,0,0.41,0.96,62.45,1.91,0.14,1.5,0,0.14,0.14,0.68,0.41,0.14,3.42,0.27,0.14,1.09,0,0,0,0.68,0,0.27
