stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,2,110,1,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.36,0.28,0.85,0.28,0.56,0,0,0,0,0,0,0,0,0,0,1.69,0,4.23,0,0,0,87.65,30.72,0,0.56,3.66,0,0,6.2,0.28,0,0.28,0,0,0
21Day,1.85,0.37,0.74,0,2.22,0,0.74,0,0,0,0,0,1.11,0.37,0,0,0.37,7.77,0,0.37,0,32.19,6.66,0,0,4.44,2.96,0.74,1.48,1.11,0.37,0,0,0,0
3Month,0.1,0.21,0.42,0,0,0.1,0,0.1,0.21,0,1.14,0.31,0,0.31,2.7,1.04,0,0.73,0,0,0.1,0.21,0.1,0.1,0.1,0,0,4.89,0.1,0,0,0.21,0.31,0.42,0.1
22Month,0,0.27,0.14,0,0,0,0,0,0.14,0.14,1.37,0.27,0,0.27,0.68,0.27,0,0.27,0.14,0,0,0.27,0.14,0.14,0.14,0,0,1.23,0,0,0,0,0,0,0
