stage,Endothelial_cell,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0.28,0,0.85,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,2.96,0.74,0,0.37,0,0,0,0,4.07,0,0.37,1.11,2.22,0.74,0,0.37,0,0.37,0.74,0.74,0,0,0.37,0,0,11.1
3Month,0.21,2.81,0,0.1,0.1,0.21,0.1,0.94,0.52,0.21,0.21,0.42,1.35,1.56,0.73,0.1,0.1,0.1,0,0,0,0.21,0.42,0,0.21,0.1,18.93
22Month,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0.41,0.27,0,0,0,0,0,0,0,0,0,0,0,0.27
