stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0.28,0,0.28,32.98,1.13,0,0,0,0,0,0,0,0,0.28,13.81,0.28,1.13,0,0.56,0,0,1.69,3.95,0.28,0,0.56,0,0,0,0.28,0,0,0
21Day,0.74,0,0,0.74,39.22,0,0,0,0,0.37,0,0,0,0.37,0,9.99,0.37,2.96,0,0.37,0.37,0,0.37,1.48,0,0.37,1.48,0.74,0.37,0.37,0,0,0,0.37
3Month,0,0,0,3.54,10.92,0,0,0.1,0.31,0.1,2.7,0.21,0,1.04,3.12,11.44,0.21,1.98,0.31,0,0.1,0.21,0.1,0,0.42,0.42,0,0.1,4.89,0,0,0.42,0.21,0.1
22Month,0,0.14,0.14,1.23,4.24,0,0.27,0.14,0.55,0.14,6.15,0.27,0.27,1.09,0.41,4.37,0.55,0.27,0.14,0.41,0.14,0,0,0,1.23,0,0,0,2.46,0.14,0,0,0,0.27
