stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,1,6,12,4,0,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.13,1.69,0,1.97,0,1.69,0,0,0,0.28,0,0,0,0.28,0,2.82,7.89,4.23,3.38,0,0.85,0,0,15.78,9.58,0.28,0,0,2.54,0.28,0,0,0.56,0.28,0.56,0,0,0,0
21Day,4.81,0.74,0.74,12.58,0.37,6.66,0,5.18,0,0.74,0,1.48,0.37,6.29,1.85,1.11,7.03,3.7,13.69,0,0,1.48,0,9.62,6.66,0,0.74,0,6.66,1.11,0,0.74,2.22,0.37,0.74,0.74,0,0,1.48
3Month,0.42,1.98,0.52,17.37,0,0,0.21,0.73,2.7,13.11,0,46.18,10.4,1.04,7.59,1.56,4.47,10.09,4.37,1.04,0.1,1.14,0.62,1.04,0.52,1.04,0.62,0,0.31,1.35,0.1,21.43,0.21,0,0,0,2.39,28.71,8.11
22Month,0.14,3.28,1.23,5.47,0,0,0.27,0.68,0.68,23.37,3.83,70.65,3.55,2.87,9.57,0.14,1.23,12.16,2.19,0.14,1.91,1.23,0.27,0.68,0.55,1.09,0.96,1.09,0.27,0,0,3.01,0.27,0.55,0,0,0.14,0.14,2.32
