stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,1.13,2.54,0,0,0,0,0,0,0,0,0,0,0.56,1.41,0,4.23,0,0,0,0,17.47,4.79,1.69,0.28,0,2.25,0,0,1.41,0.28,0,1.13,0,0,0
21Day,1.85,0.74,0.74,17.02,5.55,0,1.85,0,0.37,0,0,1.11,0,1.48,0.74,0.37,2.96,0.74,85.1,0,0,0.74,0,30.34,4.81,20.35,0.74,0,4.07,1.85,0,1.85,0.74,1.48,1.11,0,0,1.85
3Month,0.42,0.52,1.35,17.79,0,0.21,0,0.73,2.18,2.7,0.1,9.36,4.99,0.21,5.41,0.94,3.12,2.5,34.53,1.98,0,0.94,0.62,1.25,0.21,40.88,0.31,0,0.1,1.35,3.43,0.1,0.1,0,0,0.42,1.87,2.39
22Month,0,0.14,0.82,3.83,0,0,0,1.09,0.68,1.5,0.41,10.8,0.41,0,3.69,0,0,0.96,3.55,0.14,0.55,0,0,1.5,0.27,28.42,0.27,0.14,0.14,0,0.41,0.55,0.27,0,0,0.14,0,0.41
