stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,11,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,133,1,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,6.76,0,1.13,0,0.28,0,0,0,7.89,0,0,0,1.41,0,0,1.97,82.3,2.54,0,0,0.28,0,3.1,1.69,0,0,0,1.13,0,0,0,0.28,0,0,0,0,0
21Day,1.11,0,0.74,31.45,0.37,2.59,0,0.74,0,14.43,0,0.37,2.59,35.52,0.37,0.74,7.03,74.37,5.55,0,0,12.95,0,2.59,2.22,0,0,0,1.48,4.44,0,0,0.37,0,0.37,0,0,18.87
3Month,0.1,2.91,0.52,29.54,0,0,1.04,0.1,1.04,162.06,0,6.55,67.4,4.06,3.85,1.87,2.18,50.66,1.56,0.52,0.1,91.53,1.77,0.42,0,0.31,0.31,0,0.1,1.77,0.21,2.7,0.21,0.21,0,1.14,0.83,20.39
22Month,1.09,3.96,0.55,19.95,0,0,3.96,0.14,0.96,441.92,0.82,21.45,17.49,8.61,3.28,0.41,1.09,98.39,1.91,0,0.96,44.68,0,0.27,0.14,0.82,1.09,0.96,0,1.09,0,3.55,0.82,0.41,0,0.27,0,12.44
