stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
21Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3Month,3.33,21.22,52.53,251.83,1.77,10.51,3.54,0.94,43.17,87.89,1.14,3376.5,154.47,11.44,261.08,31.62,84.88,46.39,165.49,45.98,10.61,38.69,19.97,13,2.08,17.68,17.68,8.74,65.63,0.31,50.66,5.41,0.21,0.21,2.08,23.61,16.23,74.58
22Month,1.37,4.92,5.19,16.67,0.27,13.12,0.41,0,6.42,18.04,0.41,2172.86,3.01,1.37,51.52,0.96,3.55,17.08,29.65,2.05,101.39,3.83,0,2.05,0.55,4.24,5.33,1.91,9.16,0,7.38,5.33,0.14,0,0.14,0.41,0.14,5.47
