stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,77,2,0,1,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.85,0,0,0,0.28,0,0.28,0,0,1.69,0,0,0,1.13,0,0,1.13,8.46,1.13,0,0,0.28,0,7.89,0.85,0,0.85,0,1.13,0,0,0,0.28,0,0,0,0,0
21Day,0.74,0,0,7.4,0,2.59,0,0.37,0,0,11.84,0,0,3.7,18.13,0.37,0.37,10.73,19.61,4.81,0,0,0.74,0,9.62,1.11,0,0.37,0,0.74,1.11,0,0,0,0,0.37,0,0,11.1
3Month,0.52,2.81,0.31,12.17,0,0,1.04,0.52,0.1,1.77,132.31,0,11.75,137.72,6.35,6.03,0.73,3.02,115.87,14.25,4.99,0.1,2.5,0.52,0.94,0.31,0.73,1.98,0,4.68,2.6,0.62,2.29,0.52,0.1,0,8.74,2.5,46.18
22Month,0.27,2.87,1.5,5.6,0.27,0,3.28,0.27,0,0.68,178.33,1.91,35.39,46.32,8.75,5.47,0.41,1.5,92.65,11.48,0.55,1.23,1.23,0,1.09,0,0.82,3.01,0.55,1.37,0.55,0,1.09,0.68,0.41,0,0.41,0,18.72
