stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,8.17,0,0.28,0,0,0,0,0,0,0.28,0,0,11.84,0,1.97,0,0,1.13,0,1.13,1.13,0,0,0,1.13,0,0.28,0,0,0,0,0,0
21Day,0,0,0,15.54,0,1.48,0,0,0.74,0,0,0,0,0,0,11.1,0.37,7.77,0,0,2.96,0,1.48,0.74,0,0,0,1.11,0.37,1.85,1.48,0,0,0,0,0.37
3Month,0.21,0.62,0.31,31.73,0.1,0,0.31,0.42,1.87,0,4.68,1.56,0.42,2.18,0.42,29.54,1.46,41.5,4.58,0.1,1.46,0.62,0.31,0.1,1.04,0.31,0,0.52,1.66,131.17,4.68,0.1,0.1,1.98,51.18,1.56
22Month,0.14,0.82,0.41,14.35,0.14,0,0.82,0.14,1.91,0.27,6.97,0.27,0.41,1.91,0.41,7.24,1.5,109.73,0.82,0.41,2.73,0,0.27,0,0,0,0.96,0.27,0,20.91,23.09,0,0,0,0.14,0.82
