stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,73,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,15,0,0,0,0,4,197,0,0,2,0,0,0,0,0,0,0,0,0
72hpf,48.2,1.13,0,4.79,0.56,5.07,0,0,0,0,0,0,0,0,0,3.66,15.22,0.56,8.74,0,0.56,0,0.56,247.46,81.45,0.28,0.28,13.25,0,0.28,42.28,0.56,0,3.1,0,0,0
21Day,22.57,0.37,0,9.25,0,2.59,0,0.74,1.11,0.37,0,1.11,0.37,2.22,0.74,0.74,15.91,2.59,8.51,0,0,1.85,0,30.71,42.55,0.37,0,10.73,3.33,0.74,41.81,0.74,0.74,2.22,0,0,0.74
3Month,0.21,0.1,0.21,4.26,0.31,0,0,0.1,7.59,0.62,0,3.64,1.46,0.1,1.66,0,1.46,0.31,0.94,0,0,0.1,0.1,0.52,1.14,1.66,0.21,0.1,0,17.27,0.31,0,0,0.21,0.21,29.44,0.42
22Month,0,0.55,0.27,3.01,0.14,0,0.41,0,10.25,0.82,0.14,60.13,0.27,0.14,6.01,0.27,1.5,0.68,0.96,0.27,1.09,1.91,0,0.27,0.68,3.28,0.27,0,0.27,3.55,0.55,0,0,0.27,0,0,0.14
