stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,6,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,1,4,61,0,0,0,2,0,0,0,0,0,0,0,0
72hpf,1.69,0.85,0,3.95,0,1.41,0,0,0,0,0,0,0,0,0,0.28,1.13,8.74,0.85,5.07,0,0.85,0.28,0,4.51,7.89,0,0,0,5.64,0.56,0,1.69,0,0.56,0,0,0
21Day,2.96,0.37,0.37,23.68,0.37,5.92,0,3.33,0,0.37,0.37,0,0.74,0,1.48,1.48,0,7.4,2.96,11.47,0,0,0.74,0,5.55,9.99,0.37,0.74,0,5.18,0.37,0.37,0.74,0.74,0,0,0,0.74
3Month,0.1,2.81,1.25,51.59,0.1,0,0.62,1.14,0.1,3.02,7.18,0.1,33.81,11.03,1.35,9.05,3.64,13,11.75,14.25,4.37,0.21,3.22,2.08,0.83,0.31,0.42,0.42,0,1.46,0.94,3.85,0.1,0,0.1,1.87,3.33,4.89
22Month,0.27,1.64,0.96,8.2,0.14,0,0.55,0.82,0,1.64,8.06,1.91,36.76,2.73,2.32,9.98,0.55,2.73,13.53,11.34,0.55,0.82,0.41,0,0.14,0.14,0.41,0.27,0.27,0.96,0.41,4.1,0.14,0,0,0.41,0,0.96
