stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,29,1,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0,0,0,2,35,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,31.57,10.71,0,10.15,6.2,3.38,0,0,0,0,0,0.28,0,0,0.85,2.54,16.35,0.28,34.95,0,0.28,1.41,0.56,676.44,59.19,0.28,0.56,0,30.16,0.28,0,7.89,0.85,0,0.85,0,0,0
21Day,45.14,6.29,1.48,18.87,2.59,9.25,0.37,0,0.37,0,0,2.22,0,0.37,1.85,3.33,6.29,2.59,105.45,0,0,16.65,0.37,243.08,46.25,0.74,1.85,0,29.97,10.73,0.37,4.81,3.7,4.44,2.59,0,0,1.48
3Month,1.14,20.8,0,44.31,0.52,0,0.31,0.1,1.04,3.43,0.21,5.2,1.87,0.1,1.87,4.99,9.26,1.77,61.27,16.33,0,12.79,0.62,6.45,2.18,1.04,12.27,0,1.46,0.73,57.52,0.52,0.1,0,0.83,1.77,6.03,1.66
22Month,0.55,28.15,0.41,9.57,0.96,0,0,0,0.14,4.51,7.38,11.21,1.91,0.68,1.5,0.96,1.23,3.28,45.09,2.46,0.27,7.65,0,5.88,0.27,1.37,30.61,0.14,0.82,0.27,18.72,2.46,0.96,0,0.41,0.27,0,0.68
