stage,Cardiomyocyte,Granulosa.cell,Hepatocyte,Intestinal.bulb.cell,Macrophage,Mesenchymal.cell,Neural.cell,Neural.progenitor.cell,Primordial.germ.cell
24hpf,1,0,0,0,0,2,0,1,0
72hpf,0.281848056003223,0,0,0,0,0,0.281848056003223,0,0
22Month,0,0.136649431988133,0.819896591928799,0.136649431988133,0.273298863976266,0,0,0,0.136649431988133
