stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,1,31,0,0,0,1,0,0,0,0,1,0,0,0
72hpf,0,0,0,1.41,0,0.28,0,0,0,0,0,0,0,0,0,0.28,3.1,0.28,2.54,0,0,0.28,0,20.01,6.48,0,0,0,2.54,0,0,1.13,0,0,0,0,0
21Day,0,0,0.37,1.85,0,1.85,0,1.11,0,0,0,0,0,1.11,0.74,0,1.11,1.11,2.59,0,0,0.37,0,5.18,4.07,0,0.37,0,1.48,0.74,0,0.74,0.37,0,0,0,0.74
3Month,0.1,0.31,0.1,5.1,0.21,0,0,0.1,0.94,1.04,0.1,3.64,0.94,0,1.87,0.1,1.77,1.14,1.25,0.1,0,0.62,0.21,0.94,0.1,0.52,0.1,0,0,0.21,9.99,0,0,0,1.35,1.98,0.94
22Month,0,0.68,0,2.05,0,0,0.27,0.14,0.55,4.51,0.68,15.71,0.55,0.14,1.09,0.41,0.41,3.14,1.37,0,0.41,0.41,0.14,0.14,0.14,0.41,0.14,0.41,0,0,0.96,0.14,0,0,0.14,0,0.41
