stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,0.56,0,0.85,0,0,0,0,0,0,0,0,0,0.28,0.28,0,8.46,0,0,34.39,0,4.51,2.82,0,0,0.28,0,0,0,0.56,0,0.28,0,0,0
21Day,5.18,0.74,0.37,7.77,0.37,3.33,0,0.37,0.37,0.37,0,1.48,0.37,0.74,0.37,1.11,5.18,2.59,13.32,0,0,189.06,0,13.32,2.96,1.11,0,3.7,6.29,0,0,0.74,2.59,0.74,0,0,2.22
3Month,0,1.14,0.42,3.22,0,0,0,0.1,0.73,0.94,0,3.64,1.35,0.1,4.26,2.91,1.87,1.14,6.66,2.29,0,13.63,0.62,0,0,0.1,0.1,0.21,0.21,0.1,9.88,0,0,0.1,0.31,19.87,0.73
22Month,0,0.41,0.27,0.27,0,0,0.27,0.14,0.14,0.96,0.55,3.96,0.27,0.27,3.14,0.27,0,0.41,2.19,0.68,0.14,16.26,0,0,0,0.14,0.14,0.14,0,0,2.05,0,0,0,0,0.14,0.41
