stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,1,0,15,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,15,0,1,0,0,8,179,0,0,0,1,0,0,0,0,0,0,0,0,0,0
72hpf,1.97,1.13,0,3.66,1.69,2.25,0,0.28,0,0,0,0,0,0,0.56,0,2.25,6.76,0.28,13.53,0,0.56,0.28,0,58.34,41.15,1.13,0.28,0,9.86,0,0,0.56,6.76,1.97,2.54,1.41,0,0,0
21Day,3.7,0,1.11,8.88,1.48,0.74,0,0.74,0,0,0,0,0,0,1.85,0.74,0.37,4.44,1.11,17.02,0,0,2.22,0,20.35,13.69,1.11,0.37,0,6.29,1.48,0,1.11,0.74,3.33,6.29,0.74,0.37,0,0
3Month,0.1,1.56,0.1,14.56,0.42,0,0.1,0,2.08,1.14,0.1,0,14.46,1.56,0,1.46,2.6,6.14,1.77,9.88,2.08,0.1,1.14,0.52,3.43,1.14,4.78,0.52,0,0.52,0.83,0.1,30.48,0.42,0,0,0.21,3.02,159.67,1.66
22Month,0,2.19,0.27,6.97,0.55,0,0,0.14,1.37,1.37,3.28,0,32.39,0,0.27,0.96,0.27,1.23,0.82,6.15,0.14,1.09,0,0,0.41,0.68,3.28,0,0.41,0.41,0.14,0,8.2,0.55,2.46,0,0.14,0.68,0.55,0.41
