stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,23,0,0,0,0,0,1,1,0,0,0,0,0,1,4,118,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.54,0.85,0,70.74,0.28,1.41,0,0,0,0,29.59,0.28,0.85,0,0,0.28,20.01,64.83,52.99,3.66,0,34.67,0.56,0,10.71,6.2,0.28,0.28,0,2.54,0.56,0,0,0.85,0,0.28,0.28,0,0,0
21Day,6.66,0,0.74,96.57,0,14.43,0,0.37,0,0.37,168.34,0,54.76,0.37,9.25,3.33,16.65,65.49,57.35,16.28,0,0.37,8.51,0.37,25.9,10.36,0.37,1.48,0,5.92,17.39,0,0.37,1.48,2.96,3.7,0.74,0.37,0,3.7
3Month,6.14,28.5,23.72,312.36,1.98,0,16.23,4.16,1.04,42.86,2216.6,0.31,567.1,134.91,9.05,184.73,26.94,108.28,277.21,120.66,28.19,4.26,31,22.05,12.07,2.5,17.89,9.26,0,4.99,59.6,1.14,83.63,6.87,0.42,0,1.35,29.54,49.93,90.18
22Month,7.11,38.4,24.6,114.1,0.96,0,39.22,3.83,0.14,22,3364.45,19.13,2616.84,43.73,16.12,118.34,8.75,28.15,339.57,121.34,4.92,136.65,17.08,2.32,12.71,1.5,18.17,21.73,4.24,4.78,21.18,0,11.48,19.4,10.93,0,0.55,5.47,0.14,51.93
