stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,11,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,15,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,12.97,0.28,0.28,0,0,0,0.28,0,0,0,0,0,0,0,0,1.97,0.56,0.28,0,0,0,0,4.79,2.25,0,0,0,0.85,0,0.28,0,0,0,0,0
21Day,0,0,0.37,43.29,0,1.11,0,0,0,8.88,1.11,0,0,0.37,0.37,1.48,0.37,0,2.96,1.85,1.48,0,0,0.37,0,5.18,0.74,0,0.37,0,0,1.11,0,0,0.74,0,0,1.11
3Month,0,0.31,0.62,66.47,0.21,0,0.31,0.1,0.1,236.95,4.68,0.1,0,16.43,7.7,0.1,6.24,1.77,1.56,4.16,2.29,0.52,0,4.16,0.94,0.42,0.1,0.94,0.31,0,0.1,1.25,3.54,0.21,0,0.31,2.18,2.39
22Month,0,0.82,0.96,15.58,0,0,0.55,0.27,0,91.28,13.8,1.09,0,27.88,11.21,0.27,7.52,0.14,0.41,4.1,1.37,0,0.41,1.64,0,0.55,0,0.96,0.14,4.37,0,0.41,7.79,0.27,0,0.14,0,1.5
