stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.28,0,0.28,0,0,0,0,0,0,0,0,0.28,0.85,0.28,0.56,0,0,0,0.28,1.97,2.25,0,0,0.28,0,0,0.28,0,0,0,0,0,0
21Day,2.22,0,22.94,14.43,0.37,9.99,0,0.74,0.74,0,1.48,0.37,4.44,71.04,0,7.77,1.11,8.88,0.37,0.74,0.37,0,12.58,7.4,0.37,1.11,5.92,5.55,1.48,1.48,0.37,1.48,0.37,0,0,0.37
3Month,0.31,2.7,29.02,29.12,0.1,0,2.6,10.3,9.47,0.1,38.28,12.17,0.73,857,2.29,8.43,8.63,10.82,3.02,0,4.06,4.89,1.46,0.42,2.5,0.83,0.31,9.57,19.87,0.62,0,0,0.1,2.6,5.93,10.51
22Month,0,0.41,11.48,4.78,0,0,0.14,4.78,3.14,2.19,32.93,0.68,0.27,427.85,0.27,0.41,2.46,3.83,0,1.37,1.09,0.14,0.55,0.14,1.5,0.27,0,0.55,1.78,0.14,0,0,0,0.14,0,0.82
