stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,7.33,0,0,3.95,1.13,0.28,0,0,0,0,0,0,0,0,0,1.13,3.66,0.56,3.38,0.85,0,1.13,103.72,8.46,0,0.56,0,2.54,0.28,0,3.95,0,0,0.28,0,0,0
21Day,5.55,0,0,12.21,0,1.48,0,0.37,0,0,0,0,0,1.11,0.37,1.85,2.96,1.48,5.55,0,0.37,0.37,36.63,4.44,0,0,0,4.07,1.11,0.37,1.48,0,1.48,0,0,0,1.11
3Month,0.42,0.21,0.52,11.96,0.31,0,0.21,0.21,0.94,1.25,0,9.05,1.77,0.1,4.68,6.03,1.14,2.7,1.35,0,1.04,12.38,1.25,0.31,1.87,2.08,0,0,1.35,26.32,0.1,0,0,1.56,0.62,12.59,1.14
22Month,0,0.68,0.55,9.57,0,0,0.41,0.14,0.96,1.23,5.06,63.68,0.14,0.55,8.06,1.91,0.27,1.37,1.64,5.6,0,0.41,2.46,0.14,1.09,2.6,0.14,0.27,0.41,6.83,0.68,0.14,0,0.27,0,0,0.14
