stage,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Hepatocyte,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Osteoblast,Primordial_germ_cell,Radial_glia,Retinal_cone_cell
72hpf,0.56,0.28,0.28,0.28,0.28,0,0.28,0,0,4.79,0,0,1.97,0.56,0.85,0,0.28,0
21Day,0.37,0.37,0,0.37,0,0,0,0.37,0,4.44,0.37,0,2.59,0,0,0,0.37,0.74
3Month,0.1,0.1,0,1.25,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0
22Month,0,0,0,0.96,0,0.14,0,0.14,0.14,0,0,0,0,0,0.14,0,0,0
