stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,2,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,0,0,0,14,12,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,0.85,3.66,0,0.28,0.28,0.28,0,0.56,0,0,0.28,0,0,0,0.56,0,0,1.13,1.97,10.71,0,0.28,0.56,0,5.07,0.28,0,1.41,12.12,0,0,0,0,0,0.28,0,0,0
21Day,2.22,2.59,0,0.74,0,51.06,0,25.9,0,0,0,0,0.37,1.11,5.92,0,0.74,0,4.07,11.1,0,0,5.55,0,2.59,1.48,0,0.37,3.7,2.22,0,0,0,0.37,1.48,0.74,0,3.33
3Month,0,1.46,0.21,1.35,0.1,0,1.46,1.77,0.1,0.31,4.16,0,44,11.03,1.35,0.73,0.31,0.52,8.22,2.5,0.52,0,0.94,0.1,0.1,0,0,0,0.1,0.94,0.1,0.21,0.1,0,0,4.06,0.62,3.85
22Month,0,2.46,0,0.41,0,0,1.37,1.5,0,0,4.37,0.14,16.12,3.14,1.78,0.41,0,0.27,19.27,2.46,0,0.41,0.55,0,0.14,0,0.27,0.14,0,0.14,0,0.14,0.27,0,0,0.14,0,3.83
