stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,7,2,0,16,1,0,0,0,0,0,0,0,0,3,5,2,32,0,0,0,1,7,232,0,0,4,0,0,0,1,0,0,1,0,0,0
72hpf,0.28,0.56,0,1.41,0.28,0.28,0,0,0,0,0,0,0,0.56,1.13,0.28,5.36,0,0.28,0.28,0,18.32,10.15,0,0,3.66,0,0,0,2.54,0,0,0.28,0,0,0
21Day,0.37,0,0,1.11,0,0.37,0,0,0,0,0,0,0,0.74,0.37,0,7.77,0,0,0.37,0,1.48,3.7,0,0,1.85,0,0,0.37,0.37,0,0.37,0.37,0,0,0
3Month,0.1,1.14,0.1,8.11,0.21,0,0.1,0.42,0.62,0.1,7.28,0.21,0.94,0.42,2.18,0.83,6.87,0.94,0.1,0.94,0.52,1.14,0.1,0.73,1.56,0.31,0.31,0.1,22.88,0.1,0.1,0,0,2.08,3.22,0.62
22Month,0,0.14,0.14,0,0,0,0,0.14,0.41,0.27,1.23,0,0.14,0,0,0.27,0.14,0,0,0,0,0.14,0,0.14,0.14,0,0,0,0.14,0,0,0,0,0,0,0.27
