stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Pancreatic_cell,Primordial_germ_cell,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0,0,0,0,0,0,0,0,0,0,1.97,0,0,0,0,0.28,0,0,3.38,0,0,0,0,0,0,0,0,0,0
21Day,0.37,0,1.11,0.37,0,0.37,0.37,0,0,1.11,0,0.37,6.29,0.74,0,0,0.74,0,0,0.74,0,4.44,0,0,0,0,0.37,0,0,0,0,0
3Month,0,0,0.31,6.45,0.21,0.1,5.2,0,0,19.56,0.42,0,32.04,0.21,0.62,0.83,0.62,0.1,0,1.66,0.1,0.1,0,0.94,0.1,0,0.94,0.73,0,0.31,0.62,0.52
22Month,0.27,0.27,0.82,6.42,0,0,3.42,1.09,0.41,45.91,0.55,0.14,20.63,0.14,0.27,0.96,1.09,0.27,1.91,0.82,0,0.14,0,0.14,0.14,0.27,0.41,0.14,0.14,0,0,0
