stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,10,2,0,10,1,1,0,1,0,1,0,4,0,0,0,0,8,5,28,36,0,0,0,0,12,193,0,0,4,0,0,0,0,0,0,2,0,0,0
72hpf,9.58,0.56,0,3.95,0.56,1.13,0,1.41,0,0,0,0,0,0,0.28,0,10.99,12.12,0.56,9.86,0,3.38,0.28,0.28,69.33,34.67,0,0.85,5.92,0.28,0,0,2.82,0.28,0,0.56,0,0,0
21Day,11.84,1.48,0.37,25.53,0.37,6.66,0,15.17,0,1.85,0,0,5.18,0.74,9.25,5.18,1.11,7.4,4.44,25.53,0,0,2.22,0.37,21.46,18.13,0.37,1.11,9.25,2.59,0,1.48,3.33,1.48,4.44,0.74,0,0,3.7
3Month,0.31,0.94,0.62,11.96,0,0,0,0.52,0.83,2.29,0,0,53.78,3.12,1.25,19.35,2.08,4.58,4.26,5.62,0.73,0.1,0.62,1.35,1.04,0.1,0.31,0.31,0.1,0.83,0.1,32.25,0.21,0,0,0.1,0.83,7.59,3.54
22Month,0.27,1.09,1.23,2.87,0,0,0.41,0.68,0.55,4.37,2.32,0,89.78,0.68,2.6,8.47,0.27,0.68,6.7,2.87,0,1.23,0.55,0,0,0,0.27,0.14,0.27,0.14,0,3.28,0,0.41,0,0.14,0,0,0.68
