stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,22,0,0,0,1,0,0,0,0,1,0,0,0
72hpf,2.54,2.25,0,2.82,0.56,1.13,0,0.28,0,0,0,0,0,0,0,0,2.82,4.79,1.13,8.74,0,0,0.56,0,4.51,3.66,0,0,0,5.64,0,0,1.41,0,0.56,0,0,0
21Day,1.48,1.85,0,7.77,1.11,1.48,0,2.22,0,0,0,0,0.37,0,0,0.37,1.11,2.22,0.37,5.55,0,0,1.48,0,2.59,1.85,0,0.37,0,2.22,0.37,0,1.48,0.37,0,0,0,0.37
3Month,0.1,2.91,0.94,13.11,0.31,0,0.31,0.42,0.1,1.87,2.6,0,7.28,1.25,0.21,11.13,0.73,8.22,1.46,5.3,1.04,0.1,1.35,1.04,0.1,0.1,0.1,0,0,0.42,0.52,6.24,0.31,0,0,3.43,1.77,1.35
22Month,0,2.87,0.68,3.14,0,0,0.14,0,0,0.68,3.83,3.42,18.45,0.55,0.41,11.89,0,0.55,1.78,2.19,0,0.14,0.14,0.14,0.41,0.27,0,0,0.14,0.14,0.27,0.96,0.14,0,0,0.68,0,0.27
