stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,0.85,0.28,0.56,0,0,0,0,0,0,0,0,0,0,0.28,0.85,0.56,0.28,0,0,0,0,5.07,4.23,0,0,0.85,0,0,0.56,0.56,0,0,0
21Day,0.74,0.74,0,7.77,0.37,4.81,0,2.59,0,0,0,0,0.37,0,1.85,2.22,1.11,1.11,2.59,2.96,0,0,0.74,0,5.18,3.7,0,0.37,0.74,0,0,0,0.37,0,0,0.74
3Month,0,0.94,0.1,3.74,0.1,0,0,0.1,0,0.83,2.7,0,4.89,1.87,0,4.58,0.73,0.94,2.5,0.94,0.21,0,0.42,0.21,0.21,0.1,0.31,0.1,0.1,0.42,3.54,0,0,1.25,2.18,1.77
22Month,0,0.27,0.14,1.91,0,0,0.14,0,0.14,0.41,3.01,1.37,9.84,0.96,0.14,1.91,0.14,0.27,2.73,0.68,0,0.41,0.27,0.27,0.14,0,0.27,0.14,0,0,0.96,0,0,0.14,0,0.55
