stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,0.85,0.28,0,0.28,0.56,0,0,0,0,0,0,0,0,0,0.28,1.41,0.56,1.13,0,0.85,0.28,0,8.46,1.41,0,0,0,1.97,0,0,0.28,0,0,0.28,0,0,0
21Day,1.48,0,0.37,4.44,0,0,0,0,0,0,0,0,0.74,0.37,0.37,1.11,2.59,4.44,0,0,0.74,0,6.29,0.74,0,0,0,1.48,0.74,0,0,1.85,0.74,0.37,0,0,1.85
3Month,0.21,0.21,0.21,2.91,0.31,0.1,0.1,0.73,1.25,0,14.56,1.56,0.21,4.78,1.25,0.31,4.06,1.04,0.42,0,0.42,0.73,0.1,0.21,0.21,0.31,0,0.21,0.1,4.06,0.1,0,0,0.21,0.42,1.98,0.62
22Month,0,0.27,0.14,1.64,0,0,0.55,0,1.23,0.14,18.45,0.41,0.27,6.7,0.14,0,3.14,0.96,0,0.41,0,0,0.14,0,0.14,0,0.14,0,0.27,0.82,0,0.27,0,0,0,0,0.27
