stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4,5,0,0,0,0,0,4,0,0,0,0,2,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,8.74,14.66,0,0,0,0,0,0,0,0,0,0,5.07,16.91,0,0,0,0.28,0,0,3.95,2.82,0,0,0,0.28,1.41,0,0.28,0.56,0.56,0,0,0,0
21Day,0.37,0.37,1.48,36.26,4.07,2.22,0,0,0,0,0,0.74,0,0.74,4.81,8.88,7.03,1.85,1.85,0,0,1.85,0,2.96,2.22,1.11,0,0,1.11,1.48,0.74,0.37,0.74,1.85,0.37,0,0,0
3Month,0,0.42,13.42,65.22,1.98,0,0.73,16.12,1.56,0,0,9.67,1.98,0.21,88.93,25.17,15.81,2.18,2.6,0.21,0,8.95,0.62,3.43,0.42,7.18,0.21,0,0,1.04,26.42,0.73,0.31,0,0,0.42,1.98,1.87
22Month,0.27,0.41,5.47,22.41,2.19,0,0.14,7.24,1.78,0.41,0,17.22,0.14,0,99.62,3.83,4.92,1.09,1.09,0,0.96,3.42,0,0.68,0,4.78,0.27,7.24,0.14,0.68,13.94,0.55,4.37,0,0,0,0,0.68
