stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0.56,0.28,0,0.28,0,0,0,0,0,0,0,0,0,0,0,3.1,0,0.28,0,0,8.46,1.41,0,0,0,0,12.68,16.91,0,0,0,0
21Day,1.85,0,0.37,4.07,1.48,0,0.74,0,0.37,0,0,0.74,0.74,0.37,0,4.81,0.37,5.18,0,0.37,4.44,1.48,3.33,1.11,0,0.37,50.69,203.86,0.37,0,0,0.74
3Month,0,0,0,1.35,0,0,0,0.1,0.1,0,0.62,0,0,0.1,0,0.1,0,0.1,0,0,0,0,0,0,0.73,0,0.42,0,0,0.31,0.1,0
22Month,0.14,0,0.14,0.55,0,0.14,0,0.14,0.41,0.14,2.05,0,0,0.27,0.14,0,0,0.41,0.14,0,0.14,0,0,0,0.27,0.14,34.16,0.14,0,0,0,0
