stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,1.13,0.28,0,0,0,0,0,0,0,0,0,1.41,3.38,0.56,0.85,0,0,0,0,0.85,1.13,0,0,0,0,0,0,0.28,0,0,0,0
21Day,0.74,0.37,0,5.18,0,0,0.37,0,0.37,0,0.74,0,0.37,0.37,0.74,2.59,2.22,1.85,0,0,0,0,0.74,1.48,0,0,0,1.11,0.37,0,0,0,0,0,0.37
3Month,0.1,2.08,0.83,20.7,0,0.21,0.21,2.91,7.18,0,19.66,5.72,0.62,16.33,1.46,4.58,12.59,2.91,0.83,0.1,1.46,1.98,0.62,0.1,0.31,0.31,0,0,0.94,3.85,0,0,2.29,0.52,6.87
22Month,0.14,0.82,0.82,5.74,0,0,0.14,0.96,17.63,1.37,25.96,4.37,1.37,13.12,0,1.37,13.8,2.73,0,0.14,0.96,0.14,0.27,0.14,0.41,0.14,0.14,0.14,0,1.23,0,0.14,0.41,0,2.05
