stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,29,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,2,1,2,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0
72hpf,10.71,0,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97,0,1.13,0,0,1.13,0,1.41,1.97,0,0,0.85,0,0,0.28,0,0,0,0
21Day,4.07,0,0,3.33,0,1.11,0,0,0,0,0,0,0,0,0.37,0,0.74,2.96,0.74,0.37,0,0,0.37,0,1.48,0,0,0,1.11,1.48,0,0.37,0,0,0,1.11
3Month,0.1,0.42,0.1,2.08,0.21,0,0,0.21,0.42,0.62,0,0,7.39,0.52,0.31,1.25,1.35,0.52,0.94,1.56,0.21,0,0.1,0.52,0.1,0.1,0.1,0,0.21,0.42,0.1,19.45,0,0.1,2.29,1.77
22Month,0,0.68,0.14,2.87,0,0,0.14,0.14,0.14,1.23,0.68,0,24.73,0.14,0,1.23,0.68,0.41,0.96,0.96,0.14,2.19,0.14,0,0,0,0.41,0.14,0,0.14,0,4.65,0.14,0,0,0.82
