stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,3,0,19,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,25,0,0,0,0,5,148,0,0,0,3,0,0,0,0,0,1,0,0,0
72hpf,2.25,3.95,0,7.61,1.69,0.56,0,0.28,0,0,0,0,0,0,0,0,3.66,11.56,0,14.37,0,1.13,0.56,0.56,23.39,32.13,0.28,0.28,0,17.19,0.56,0,4.79,0,0.28,0.85,0,0,0
21Day,2.96,2.22,0,17.39,0,2.96,0,1.85,0,0.74,0,0,0.74,0.37,3.7,0.37,0,5.92,4.81,35.52,0,0,2.96,0,14.43,13.69,0,0,0,14.43,1.48,0,4.81,0.74,1.85,1.48,0,0,1.48
3Month,0,0.83,0.21,5.72,0,0,0.21,0.1,1.04,1.46,0.1,0,8.53,1.14,0.1,2.91,0.1,2.6,2.08,2.81,0.52,0,0.83,0.21,0.31,0,0.31,0.1,0,0.1,0.62,8.43,0.1,0,0,0,0.52,0.62,1.14
22Month,0,1.09,0,4.51,0,0,0.41,0.27,0.68,2.73,1.37,0,23.09,0.96,0.68,2.46,0.41,0.82,2.32,5.74,0,0.82,0.55,0.14,0.27,0.14,0.55,0.27,0.55,0.14,0,1.78,0.55,0.14,0,0,0,0,0.14
