stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,0,0,5,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,7,0,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.28,0,0,0,0,0,0,0,0,0.28,0,0,0.85,0.28,0.85,0,1.13,0,16.91,0.28,0,1.41,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,1.85,0.37,0.74,13.32,0.37,5.18,0,1.11,0.37,0,0,0,125.8,0,2.96,1.48,0.74,5.92,2.22,8.88,0,1.48,1.48,0,13.32,4.81,0.37,0.37,0,4.44,7.4,0.37,0.37,0.74,2.59,1.11,0,0,1.48
3Month,0.73,0.94,1.98,8.32,0.21,0,0.52,0.1,2.18,1.87,0,0,321.41,3.02,0.73,5.3,1.87,2.7,2.5,4.16,1.35,0.42,1.98,1.25,0.52,0.1,0.42,0.83,0,0.31,5.3,201.58,0.42,0.1,0,0.1,1.87,121.08,2.08
22Month,1.78,8.2,9.84,19.13,0.14,0,9.02,0.41,3.83,13.66,3.96,0,4316.76,5.88,2.05,30.34,1.5,2.87,11.48,17.63,1.78,56.16,4.37,0.27,0.68,0.14,3.28,4.92,4.78,0.41,6.56,34.03,1.91,2.73,0,0.14,0.96,0.96,7.24
