stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,27,0,1,0,0,0,0,0,0,0,0,0
72hpf,0.56,0.28,0,43.69,0.56,1.41,0,0,0,0.28,0,0,0,0,0.56,6.2,82.02,1.41,2.82,0,0.85,0.28,0,4.23,2.25,0,2.54,0,0.28,0.56,0,0.28,0,0,0,0
21Day,1.11,0,0.74,81.4,0.37,2.22,0,0.74,1.11,1.11,0,1.85,0.37,4.07,4.81,0.74,52.91,5.92,13.32,0,0,0,0,2.22,0.37,2.59,13.69,5.18,0,0.37,0.37,0,0.37,0,0,1.11
3Month,0,0.1,0.42,16.12,0.1,0,0.31,0,3.33,1.04,0.1,13.94,6.66,0.21,8.01,0.62,17.27,3.33,1.77,0.42,0,0.42,0.31,0.21,0,0.94,0.31,0.42,0.52,0,0,0,0.21,1.56,0.21,1.46
22Month,0,0.14,0.41,6.29,0,0,0.14,0,0.68,0.27,0,8.2,0.82,0.27,5.33,0.14,2.05,2.19,1.09,0.14,0.27,0,0,0.14,0,0.41,0.14,0,0.27,0,0,0,0,0,0,1.09
