stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,2,0,0,0,0,0,0,0,0
72hpf,3.38,0.85,0,8.17,3.95,2.82,0,0,0.28,0,0,0.28,0,2.25,4.79,0.56,13.25,0,0,1.41,0,266.63,17.76,0,0.28,0,25.93,0,0,4.23,0.56,1.69,0,0,0
21Day,0.74,0,0.74,7.03,3.33,2.96,0,0,0,1.11,0.37,1.11,0.37,0.37,1.11,0.37,19.24,0,0,4.81,0,75.85,5.18,1.48,0.37,0,18.87,2.96,0.74,3.7,1.48,1.85,0,0,2.59
3Month,0,0.21,0.21,4.37,0.52,0,0,0.21,1.14,9.78,0.52,0,1.25,3.22,0.94,0.73,2.5,0.62,0,1.25,0.31,0.62,0.21,1.77,0.1,0,0,0,8.01,0.1,0,1.35,1.25,10.82,1.25
22Month,0,0.68,0,3.83,0.27,0,0.14,0.14,0.82,14.35,0.55,0.41,2.32,0.82,0.55,0.82,1.37,0.14,0.14,0,0,0.41,0.14,1.37,0,0.14,0,0,3.55,0.14,0,0.41,2.19,0.14,0.55
