stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,63,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,2.54,7.89,0.56,0,0,0,0.85,0,0,0,0,0,1.41,5.36,5.92,2.82,0,0,0,0.28,20.86,10.43,0.28,0,2.82,0,0,0,6.48,0,0,0,0,0
21Day,0.37,0.37,0,3.33,5.18,1.11,0,0,0,3.33,0,0.37,1.48,3.7,0,1.11,2.22,18.13,1.11,0,0.37,0.74,0,4.44,4.81,0,0,2.22,1.11,0,1.11,0.74,0.37,0.37,0,0,0.37
3Month,0.21,0.83,0.1,31.31,2.18,0,0.1,0,1.14,14.67,0,10.09,13.52,0.52,3.54,5.51,3.85,49.93,2.91,1.87,0,2.39,1.98,17.16,0.52,1.56,0.21,0.1,1.14,0.1,36.72,0.42,0,0.52,0.62,321.31,1.98
22Month,0,0.41,0.27,13.25,0.14,0,0.27,0.27,0.14,18.86,0.68,13.94,8.34,0.82,1.64,0.96,0.27,26.1,1.37,0,0.82,0.55,0.14,2.46,0.41,0.68,0,0,0.14,0,15.17,0.14,0,0.14,0,1.5,0
