stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,36,2,3,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,4.51,0.28,0.28,0,0,0,0,0,0,0,0,0,47.07,10.15,0.85,1.69,0,0,0.28,0,5.07,2.82,0,0,0.56,0,0,0.85,0,0,0,0,0
21Day,2.22,0,0.74,23.68,0,2.96,0,0,0.37,0,0,0.37,0,2.96,0,90.65,4.81,1.11,5.92,0,0,0,0,4.81,4.81,0,0,1.11,1.11,0,0.37,0.37,0.37,0.37,0,3.33
3Month,0,0.42,0.21,14.98,0,0,0.21,0.1,0.21,1.98,0,3.22,6.14,0.42,1.46,18.72,1.14,2.18,0.52,0.1,0,0.21,0.1,0.1,0,0.21,0.1,0,0.42,1.25,0,0.1,0,0,0.73,6.03
22Month,0,0.41,0,11.07,0,0,0.55,0.82,0.27,2.32,0.14,5.74,1.23,0.55,0.96,10.11,0.55,2.46,0.14,0,0.55,0.14,0.14,0.27,0.14,0,0,0,0,0.41,0.14,0,0,0,0,3.42
