stage,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0.56,0.28,0.28,0,0,0,0,0,0,0,0,0
21Day,0.74,0.37,8.51,0.37,0.74,0,0,1.48,0.74,0,0,0,0.74,0,0.74,2.59,5.92,0.74,0,0,0.37,0,0.37,0,0.37,0,0,0,0.37,0,0,0,0,0.74
3Month,0.83,0.94,28.29,0.21,0,0.1,0,29.02,17.89,0,5.3,2.5,0.52,13,0.52,2.18,14.15,2.5,0.1,0,63.14,0.21,0.21,0,2.39,0.21,0,0,0.31,1.25,0.1,0.73,1.04,7.59
22Month,0.96,0.82,8.06,0.27,0,0.68,0.27,15.17,6.29,0.68,14.62,0.68,0.96,11.34,0.14,0.96,5.47,2.87,0,0.14,8.2,0,0.41,0,0.55,0,0.14,0.27,0.14,1.09,0,0.14,0,3.83
