stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.66,0.85,0,2.54,0.28,2.54,0,0,0,0,0,0,0,0.28,0,1.69,5.07,0.85,6.76,0,0.28,0,0.85,265.78,29.03,0,5.36,7.33,0,0.56,8.17,2.82,0.85,0.85,0,0,0
21Day,5.18,0.37,1.11,17.39,0.37,19.24,0,3.33,0.37,0.37,0,4.07,0.74,2.96,3.33,1.85,10.73,6.29,22.57,0,0.37,2.96,0,335.58,20.72,0,29.97,7.4,13.69,1.11,16.65,15.91,11.1,2.59,0,0,2.59
3Month,0,0.31,0.31,3.85,0.21,0,0,0.21,0.62,0.73,2.5,3.54,1.14,0,1.87,0.42,1.14,0.94,2.5,0.31,0.1,0.21,0.31,4.06,0.31,0.42,9.88,0,0.52,9.88,34.53,1.98,0.1,0.31,0.52,67.19,0.62
22Month,0,0.14,0,1.5,0.14,0,0.14,0,0.14,1.09,0.55,6.83,0.68,0.14,0.96,0,0.27,0.68,2.19,0.14,0.96,0.14,0.14,7.93,0,0.27,3.96,0.41,0.14,8.34,70.65,11.07,0,0,0,0.14,0.82
