stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,2,0,23,0,0,0,0,0,0,0,2,0,0,0,0,3,1,0,8,0,0,0,0,17,133,1,0,1,0,0,0,0,0,0,0,0,0
72hpf,3.1,0.28,0,56.93,0,1.97,0,0,0,0,0,0,0.28,0,0,0,10.43,43.97,0.28,5.92,0,0.56,0.28,0,138.39,66.23,0.28,0,3.66,0,0,1.97,0,0,1.13,0,0,0
21Day,3.33,0.37,0.37,158.72,0,4.44,0,0.74,0,0.37,0.37,0,0.74,0,1.48,0.74,4.81,34.04,0.37,11.1,0,0,0.74,0,44.03,40.7,0,0.37,1.11,2.59,0.37,1.85,0.74,2.22,0.74,0,0,0.74
3Month,0.1,1.14,0.62,249.54,0.1,0,1.14,0.21,11.34,2.39,0.31,0,10.82,3.64,0.62,5.72,4.06,105.89,4.78,5.62,0.83,0.21,1.66,1.04,7.39,2.08,4.37,0.21,0.1,2.29,4.06,0.52,0.21,0,0,19.04,2.5,1.98
22Month,0.14,0.68,0.68,63.82,0,0,0.27,0.14,2.6,5.6,56.16,0,13.39,0.96,0.14,3.28,1.23,20.09,3.69,2.19,0.14,0.27,2.19,0,2.05,0.82,2.05,0.55,0.14,0.14,1.09,0.14,0.27,0,0.14,2.73,0,0.55
