stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,4,4,0,0,0,1,0,0,0,0,0,0,0,0
72hpf,0.85,0.28,0,0.28,0.28,0,0,0,1.13,0,0,0,0,0,0,0,3.95,0.28,0,0,0,0,31.57,5.64,0,0.56,0,1.69,0,0,0,0.28,0.56,0,0,0
21Day,0,0,0,2.59,1.48,0,0.37,0,3.7,0,0,0.37,2.59,0,0,1.11,11.84,0,0,0,0,0,17.02,2.22,0,0.37,0,2.22,0,0,0.37,0.74,0,0,0,2.22
3Month,0,0.31,0.1,4.06,0,0.1,0,0.73,70.21,0,4.26,18.41,0.62,1.04,0.21,0.52,23.09,1.46,0.31,0,0.1,0.62,0.31,0.1,0.52,0.42,0,0,1.25,2.5,0,0,0,4.26,15.29,3.12
22Month,0.14,0.27,0,4.92,0,0.55,0.14,0.14,81.44,0.41,10.25,8.75,0.55,1.09,0,0.14,25.14,1.09,0,0.27,0.14,0,0.14,0,1.09,0,0.27,0.14,0.27,0.68,0.27,0,0,0.27,0.14,2.32
