stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,10,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,17,0,0,0,0,2,116,1,0,0,2,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.28,0,2.82,1.13,0.56,0,0,0,0,0,0,0,0,0,0,1.13,1.41,1.97,0,7.61,0,0.56,0.56,0,5.36,21.14,0.28,0,0,3.66,0.28,0,0.28,2.82,0.28,0.28,0,0,0
21Day,1.85,0,0,4.07,0,1.48,0,0.74,0,0,0,0,0,2.96,0,1.85,0.37,0,0.37,0.37,4.81,0,0,0,0,1.11,16.65,0,0,0,2.22,0.74,0,2.59,1.11,0.37,0,0,0,0.37
3Month,0.21,0.94,2.39,25.17,0.42,0,1.77,0.21,0.21,5.41,3.85,0,0,562.11,3.74,1.14,12.17,3.22,9.47,5.2,10.3,1.14,1.46,2.39,2.08,0.62,0.83,2.39,0.73,0,0.1,10.19,0.1,98.4,0.73,0.1,0.31,1.98,11.96,2.18
22Month,0.14,0.82,1.78,9.02,0,0,1.5,0.27,0,4.51,2.6,1.23,0,383.44,1.5,1.64,3.96,0.68,0.41,3.28,3.96,0,20.36,1.37,0,0.27,0.14,1.5,0.14,9.16,0,0.41,0,11.62,0.82,0.27,0,0.27,0.14,0.55
