stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4,0,23,0,0,0,1,0,0,0,3,0,0,0,0,0,9,12,6,0,0,0,9,67,0,0,2,0,0,0,0,0,1,0,0,0
72hpf,0.85,0.85,0,18.32,0.85,0.56,0,0.56,0,0.28,0,0,0,0,0.28,0,14.09,21.42,0.56,10.99,0,0.56,0,32.98,17.19,0.56,0,10.15,0,0,3.1,0.85,0.85,2.54,0,0,0
21Day,13.32,1.11,3.7,147.99,2.22,4.44,0,5.18,2.22,1.48,0,0,1.85,0.37,7.03,7.77,11.84,58.46,8.14,36.26,0,10.73,0,23.68,12.95,0,0.74,24.42,4.07,0,2.96,4.81,28.12,2.22,0,0,1.48
3Month,0,0.83,0.21,24.24,0,0,0.31,0.1,2.7,1.66,0,0,3.33,1.35,0,10.92,1.14,6.14,1.66,1.35,0,1.77,0.31,0.62,0,0.52,0.1,0,0.42,0.52,0,0,0,0.1,0.73,0.31,0.62
22Month,0.14,0.96,0.41,6.7,0.14,0,0.14,0.14,1.91,4.65,0.82,0,9.98,0.68,0.41,9.02,0,0.82,2.32,1.5,0.27,2.46,0,0.27,0.14,0.41,0.14,0,0,0,0.14,0.27,0,0,0.14,0,0.27
