stage,Erythroid.progenitor.cell,Ionocyte,Macrophage,Neural.cell,Neural.progenitor.cell,Oligodendrocyte,Primordial.germ.cell,Radial.glia,Retinal.pigment.epithelial.cell
24hpf,0,1,1,4,2,0,0,0,0
72hpf,0,0,0,0.84554416800967,0.563696112006446,0,0.281848056003223,0.281848056003223,0.281848056003223
21Day,0.369986860264282,0,0.369986860264282,0.369986860264282,0,0,0,0,0
22Month,0,0,0,0,0,0.273298863976266,0,0.136649431988133,0
