stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,22,0,0,0,0,31,139,0,0,4,0,0,0,0,0,0,0,0,0
72hpf,5.92,3.95,0,2.82,1.13,2.54,0,0,0,0,0,0,0.28,0,0.56,5.36,1.97,26.21,0,0.85,3.1,0.28,312.57,93.57,0.56,0.85,22.27,0.28,0.28,33.26,0.56,0.56,0.56,0,0,0
21Day,3.33,0.37,0.37,5.18,0.37,3.33,0.37,0,0.74,0,2.22,0,1.11,0.37,1.11,2.59,6.66,64.38,0.37,0,11.1,0,92.87,43.66,1.48,2.22,16.65,4.07,0,13.32,1.11,3.33,1.85,0,0,0.74
3Month,0,1.04,0.1,3.43,0,0,0,0.31,1.04,0.1,3.02,0.1,0.21,0.52,3.85,0.1,4.99,5.72,1.66,0,1.04,0,0.52,0.42,0.31,0.1,0.31,0.21,0.21,0.42,0,0,0.1,0.21,0.21,0.42
22Month,0.14,0.82,0,1.37,0,0,0,0,1.23,0.27,3.01,0.14,0,0,0.82,0,6.29,2.6,0.14,0,0.82,0,0,0.27,0.14,0.14,0.14,0,0.68,0.96,0.14,0,0,0,0,0.41
