stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,4,1,0,0,0,0,0,0,9,0,0,0,0,3,1,2,6,0,0,0,0,14,31,5,0,0,2,0,0,0,0,0,0,0,0,0
72hpf,9.86,4.51,0,10.15,9.58,9.3,0,0,0,1.97,0,0,0.28,0,0,0,4.79,29.59,1.97,12.68,0,1.69,0.85,0.56,1224.91,52.42,5.07,3.95,0,26.49,0,0.56,12.97,1.41,1.69,1.41,0,0,0
21Day,8.14,1.48,0.37,21.83,7.77,18.13,1.85,0,0,8.88,0,0,2.22,0.74,7.4,3.33,4.44,33.3,3.33,31.82,0,0,4.07,0,632.68,26.27,4.81,21.09,0,17.02,15.91,5.18,15.54,5.18,12.58,3.7,0,0,4.07
3Month,0.1,1.46,0.21,8.63,1.35,0,0,0.21,0.31,0.62,0.52,0,4.26,1.46,0.42,1.87,14.46,4.99,1.25,9.26,8.95,0.1,0.83,0.73,9.15,0.62,6.14,14.04,0,1.25,0.83,44.62,4.89,0,0,1.14,0.1,54.92,3.33
22Month,0.27,1.09,0.14,4.78,0.68,0,0,0,0.14,1.37,1.64,0,9.43,0.27,0.14,0.41,3.83,1.64,1.64,9.98,0.68,0.55,0.68,0.14,9.16,0,5.33,22.41,0.27,0.68,0.27,16.94,9.16,0.68,0,0.27,0.14,0,1.09
