stage,Cardiomyocyte,Endothelial.cell,Epithelial.cell,Epithelial.cell..Brain.,Erythrocyte,Erythroid.progenitor.cell,Granulocyte,Hatching.gland,Hepatocyte,Intestinal.bulb.cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal.cell,Mt.rich.cell,Muscle.cell,Nephron.cell,Neural.cell,Neural.progenitor.cell,Neurosecretory.cell,Osteoblast,Primordial.germ.cell,Radial.glia,Retinal.pigment.epithelial.cell
24hpf,35,13,78,2,5,0,2,218,0,4,9,50,32,131,0,0,1,55,900,2,20,0,0,7
72hpf,0.84554416800967,0,23.3933886482675,0.281848056003223,1.69108833601934,0.281848056003223,0,0.563696112006446,0,0,0.563696112006446,9.58283390410959,0.563696112006446,2.81848056003223,0.281848056003223,0.281848056003223,0,16.6290353041902,7.60989751208703,0.281848056003223,3.38217667203868,0,1.69108833601934,0
21Day,0,0,0,0,0,0,0,0,0.369986860264282,0,0,0,0,0.739973720528564,0,0,0,0,0,0,0,0.369986860264282,0,0
22Month,0,0,0,0,0,0,0,0,0.273298863976266,0,0,0,0,0,0,0,0,0,0,0,0,0.683247159940666,0,0
