stage,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0.28,0,0.28,0,0,0,0,24.52,0.85,0,0,0,0,0,0,0.28,1.69,0,0,0
21Day,0.37,0,3.33,0.74,0,1.11,0,0,0,0,0,1.11,0.37,2.59,4.07,7.77,0.37,0,0,0,0,12.21,0.37,0,0,0.37,0.37,0.37,0.74,0.74,3.33,0,0,0.37
3Month,0.1,0.52,10.19,0,0.21,0.1,2.18,3.02,0,2.91,1.77,0.94,12.59,0.83,1.56,5.72,1.14,0.21,0,0.83,0.31,0.21,0,0.83,0.1,0,0.31,3.95,0,0,0,0.73,1.87,6.45
22Month,0.96,0.68,2.46,0,0.14,0.14,0.68,1.23,1.09,5.88,0.27,0.82,7.38,0.27,0.55,3.55,0.27,0,0.14,0.27,0,0.55,0,0.68,0,0.14,0,0,0.14,0.55,0,0.55,0,1.64
