stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,1,0,2,4,1,0,0,0,0,0,2,0,0,0,0,1,2,0,7,0,0,0,36,359,1,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.1,0.28,0,1.69,1.69,2.25,0,0,0,0,0,0,0,0,0,0,2.54,3.38,0.28,2.25,0.56,0.28,0,103.44,182.36,0,0,3.95,0,0.56,25.08,0,0,0.56,0,0,0
21Day,1.11,0,0.37,3.33,0,2.96,0,0.37,0,0,0,0,0,0,0,0.37,0.74,0,0.37,2.22,0,0,0,31.45,62.16,0,0.74,0,0.74,1.48,7.03,0.37,1.48,0,0,0,0.74
3Month,0,0,0.1,0.52,0.1,0,0.1,0,0.21,0.62,0,0,1.87,0.62,0,7.07,0,0.1,0.1,0.73,0,0.21,0.21,0.1,1.14,0.1,0.1,0,0.1,20.7,0.42,0,0,0,0.31,8.32,0.42
22Month,0.14,0,0.27,0.96,0,0,0,0,0.14,0.41,0.14,0,7.11,0.14,0.14,3.55,0,0,0.14,0.68,0.55,0,0,0,0.96,0.14,0,0,0,6.7,0.27,0,0,0,0.14,0,0
