stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,0.28,0,0,0.56,0,0.56,0,0,0,0,0,0,0,0,0,0,0.28,0,15.22,0,0,0.28,0,3.38,1.13,0,0,0,14.66,0,0,0.28,0,0,1.97,0,0,0
21Day,1.48,0,0,1.11,0,2.59,0,0,0.37,0.37,0,0,0,1.48,0,0,2.22,1.11,125.8,0.37,0,2.96,0,4.44,0.37,0,0.37,0,3.7,1.48,0,0,0.74,2.22,0,0,0,0.74
3Month,3.02,0.42,0.31,4.89,0.1,0,0.52,15.81,1.46,7.07,0,7.49,2.7,0.31,3.02,0.83,1.77,2.7,139.38,77.28,0,6.76,0.62,0.83,0.1,0.83,0.52,0,0.42,1.14,75.83,0,0,0,0.21,1.04,19.04,1.66
22Month,1.37,0.68,0.14,1.23,0,0,0.82,5.06,0,3.69,0.82,11.21,0.96,0.14,1.23,0,0.55,1.78,104.54,5.88,0.27,1.37,0.14,0,0,0.96,0.96,0.27,0,0,7.65,0,0,0,0,0.14,0,0.55
