stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,0,0.28,0,0.56,0,1.97,0,0,0,1.69,0,0,0,8.46,0.28,0,0,0,0,0.85,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0.28
21Day,0.37,0,3.33,0.37,2.59,0,3.7,0,10.73,0,0,2.96,29.23,0,0,0,20.35,2.59,0,0,0.37,0,0.74,1.85,0,0,0,0.37,1.11,0,0.37,0,0.37,0.37,0,0,24.42
3Month,0,0.31,2.91,0,0,0.52,0.83,0.62,45.87,0,2.81,31.73,3.22,1.56,0,0.73,31.62,2.18,0.21,0,0.62,0.52,0.21,0,0.1,0.31,0,0,0.62,6.24,0.1,0.1,0,0,0.62,0.73,38.38
22Month,0,0.41,0.96,0,0,0.82,1.37,0.14,76.8,0.41,7.11,25.83,4.78,0.68,0.14,0.14,38.4,1.37,0,0.82,0.14,0,0.14,0,0.14,0.55,0.14,0,0.27,5.88,0.14,0.14,0,0,0,0,16.26
