stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.1,0.28,0,6.48,0.28,1.41,0,0,0,0,0,0,0,0,0,0,1.69,0,3.1,0,0,0,0.28,146.56,1.97,0.28,0,7.89,0,0,0.85,0.28,0,0.28,0,0,0
21Day,2.96,0.37,0,2.59,0,2.59,0,0,0,0,0,0,0,0.37,0.37,0,1.48,1.48,4.44,0,0,0.74,0,111,1.48,0.37,1.48,3.33,2.96,0,1.11,0,0.74,0.37,0,0,0.74
3Month,0.94,0.31,0.31,19.87,0.73,0,0,0.1,1.04,0.94,0.21,4.16,0.62,0.21,3.64,2.5,1.46,1.56,14.25,1.66,0,0.94,0.1,4.06,0.1,1.56,0.21,0.1,0.42,0.62,0.52,0,0,0.1,0.21,0.31,0.52
22Month,0.96,0,0.27,4.51,0.14,0,0.27,0,0,0.96,0.27,13.8,0.55,0,1.23,0.14,0.55,0.82,14.76,0.14,0.41,0.41,0,5.06,0,1.09,0,0,0.14,0.55,0.82,0,0,0,0,0,0.14
