stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0
72hpf,0.56,0.28,0,0.56,0,0.85,0,0,0,0,0,0,0.28,0,0,2.82,0,1.69,0,0,0,0,0.56,0.85,0,1.13,0.28,0,0,0,0.85,0,0,0
21Day,0,0,0,2.59,0,0.74,0.74,0,0,0,0,0.37,0.74,0,0.74,0.37,1.11,0.74,0,0,0.37,0,0,1.48,0,0,0,0,0.37,0,0.37,0,0,0.74
3Month,0,0.73,0,7.7,0.1,0,0.21,0.62,3.12,0,2.6,13.42,0.73,1.25,0.62,2.29,2.81,0.62,0.42,0,1.77,0.21,0.1,0,0.1,0,0.52,1.25,0,0,0.1,0.62,0.52,3.95
22Month,0,1.37,0.27,2.32,0.14,0,0.14,0.27,5.47,0.55,6.97,6.01,0.68,0.68,0,0.27,2.19,0.41,0,0.68,0.96,0.14,0,0,0.14,0.27,0,0.27,0.14,0.14,0,0,0,1.78
