stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,77,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0,0,0,0,0,0,0,1.97,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0.28,0.56,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,0.37,0,0.37,0,0,0,0,10.73,0,0,0,0.37,0,0,0,8.51,0.37,0,0,0.37,0,1.48,0,0,0,0,0,0.37,0,0,0,0,0,0,0
3Month,0.1,1.98,0.83,6.14,0,0,0.94,0.21,0.21,1.77,220.2,0,16.85,352.41,0.42,6.03,0.62,2.29,84.15,3.64,1.56,0.21,1.87,1.56,0.94,0.1,0.73,0.31,0,0.62,2.7,1.87,1.98,0.31,0,1.98,4.06,10.4
22Month,0.14,3.28,0.41,0.68,0.14,0,3.14,0,0,0.27,186.12,2.05,11.89,125.44,0.55,0.96,0,0.27,50.97,2.32,0.27,0.68,0.27,0.14,0.27,0,0.27,0.41,0.14,0,0.27,0,0.55,0.14,0.14,0.14,0,3.83
