stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.25,0,0,0,2.25,0.28,0,0,0,0,0,0,0,0,0,0,0.28,0,0.28,0.85,0,0,0,0,14.09,3.38,0,0,0,0,0,0,0.56,3.1,0.28,0,0,0,0
21Day,3.33,0,0.37,6.66,2.59,1.11,0,0,0,0,0,0,0,0,0.37,0.37,0.37,4.44,0.37,1.48,0,0,0.37,0,7.77,0.37,0.37,0,0.37,0,0,0,0.37,8.88,3.7,0,0,0,0
3Month,0.1,1.35,1.04,29.33,0.31,0,0.21,0.1,3.95,0.73,0,0,1.66,1.87,0.1,16.23,0.62,6.24,0.73,1.35,0.1,0,1.35,0.1,1.77,0.1,0.94,0.21,0,0.1,0.1,3.33,0.83,0.1,0,0,0.21,3.12,0.62
22Month,0,3.01,2.6,8.34,0.27,0,0.27,0,2.6,2.05,0.27,0,7.11,0.41,0,24.19,0.14,2.32,1.09,0.96,0,0.55,1.64,0,2.05,0,1.09,0.14,0.14,0,0,0.82,3.69,4.37,0,0.14,0,0.14,0.27
