stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.41,0.56,0,1.97,0.56,2.25,0,0.28,0,0,0,0,0,0.28,0,0.28,1.41,0,2.82,0,0,0.28,0,23.11,9.02,0,0,0,2.54,0,0,0.85,0.28,0.56,0,0,0
21Day,1.11,0,0,2.96,1.11,3.7,0,2.22,0,0,0,0.37,0,1.48,0.37,0.37,1.85,1.11,4.44,0,0,0.74,0,12.95,3.33,0,0,0,0.74,1.11,0.37,0.74,0.37,0.74,0,0,0
3Month,0.21,1.87,0.21,12.38,0.1,0,0.31,0.42,0.83,3.64,0.21,14.25,5.62,1.14,2.39,0.62,3.85,3.54,4.58,2.39,0,1.14,1.14,1.56,0.21,1.25,0.62,0,0.31,0.62,3.33,0.42,0,0,2.81,17.58,5.3
22Month,0,1.64,0,2.87,0,0,0.41,0.55,0.27,4.78,2.19,21.59,2.05,1.78,1.91,0.27,1.09,1.5,4.65,0,0.68,0.68,0.14,0.55,0,0.55,1.5,0.68,0.27,0,0.82,0.27,0.41,0,0.68,0,2.46
