stage,Endothelial_cell,Enterocyte,Goblet_cell,Granulocyte,Hepatocyte,Mesenchymal_cell,Primordial_germ_cell,Spermatocyte
3Month,0.1,0.1,0.1,0.1,0.52,0.1,2.7,1.87
22Month,0,0,0,0,0.68,0,1.5,0
