stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,3,4,0,0,2,0,0,0,0,0,0,0,0,0
72hpf,1.41,1.41,0,2.54,6.2,0,0,0,0,0,0,0,0,0,0.28,2.82,0,16.07,0,0,0.85,0,14.09,3.66,0,0,13.25,0,0,0.28,0,0,0,0,0,0
21Day,2.22,0,0.37,17.39,7.4,0,0.37,0,0,0,0,0,5.55,0,0,7.03,2.22,17.02,0,0,3.7,0,21.83,1.48,0,0,13.69,1.85,0,0.74,0,0.37,0,0,0,3.7
3Month,0.1,0.73,0.1,8.43,0,0.42,0,0.1,1.77,0,5.41,1.98,0.42,1.46,0.83,7.91,2.18,6.97,1.14,0.1,0.52,0.42,1.35,0,0.83,0.62,0.1,0.62,3.02,0,0,0,0.1,0.52,0.31,10.19
22Month,0.14,2.73,0.68,5.47,0,0.27,0.14,0.55,3.01,1.37,18.72,0.82,0.41,3.14,0,3.01,4.78,4.24,0.14,1.09,0.68,0.14,0.96,0,1.09,0.14,0.14,0.14,1.37,0.27,0.14,0,0,0.27,0,2.6
