stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,1.97,0.28,0,0,0,0,0.56,0.28,0,0.28,0,0,0,0,0,0.28,0,0,0,0
21Day,0.74,0.37,0,4.07,1.11,0,0.74,0,0,0,1.11,0,6.66,20.72,0,0.37,19.98,3.7,0,0,0.37,0.74,2.59,1.48,0.37,0,0,1.48,2.22,0,0,0.74,1.11,0,0,32.93
3Month,0.21,0.62,2.29,8.74,0,0.62,0.21,2.29,2.6,0,11.13,2.91,0.52,93.1,0.83,2.08,14.25,5.62,0.83,0.21,1.25,1.87,0.62,0,1.14,0,0,0.31,1.87,3.64,0.21,0,0,1.14,1.46,92.37
22Month,0,0.82,0.68,2.05,0,0.27,0,1.5,2.46,0.68,22.14,0.82,1.64,56.3,0.27,0.41,36.76,2.87,0.14,1.09,0.55,0,0.14,0,0.68,0.55,0.14,0.14,0.55,0.14,0.55,0.14,0,0.14,0.14,63.41
