stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0
72hpf,1.69,0.85,0,1.13,0.85,1.69,0,0.28,0,0,0,0,0,0,0,0.28,4.23,0.28,3.66,0,0.28,0,0.28,93.29,18.32,1.97,0,4.23,0,0.28,2.25,0,0,0,0
21Day,0.37,0,0.37,2.22,0,1.11,0,0,0,0,0,0.37,0,0,0.37,0,0.37,0,2.59,0,0,0,0,35.15,3.7,1.48,0,1.48,1.11,1.48,0.37,0.74,0,0,0.37
3Month,0.1,0.21,0.1,1.56,0.1,0,0,0,0.1,0.42,0,3.12,0.31,0.1,1.14,0.1,0.52,0.52,4.16,0.83,0,0.42,0.62,0.42,0.21,1.66,0.1,0.21,0.52,66.47,0,0,0.62,11.86,0.21
22Month,0,0.27,0,0.27,0,0,0.27,0,0,0.14,0.14,1.5,0.27,0,0.41,0,0,0.55,5.6,0.14,0.14,0.41,0,1.91,0,0.82,0,0,0,14.07,0,0,0,0,0.14
