stage,Erythrocyte,Granulocyte,Macrophage,Mt.rich.cell,Primordial.germ.cell
72hpf,0.281848056003223,0,0,0,0
21Day,0,0,0,0,0.369986860264282
22Month,0,0.136649431988133,0.136649431988133,0.136649431988133,0
